user_id,order,item_id
0,1,57
0,2,63
0,3,81
1,1,19
1,2,3
1,3,110
2,1,32
2,2,56
2,3,49
3,1,29
3,2,21
3,3,26
4,1,3
4,2,49
4,3,21
5,1,3
5,2,34
5,3,26
6,1,46
6,2,100
6,3,32
7,1,4
7,2,19
7,3,3
8,1,32
8,2,21
8,3,24
9,1,56
9,2,19
9,3,120
10,1,56
10,2,46
10,3,42
11,1,27
11,2,32
11,3,3
12,1,19
12,2,24
12,3,81
13,1,7
13,2,4
13,3,3
14,1,57
14,2,101
14,3,3
15,1,63
15,2,110
15,3,21
16,1,35
16,2,32
16,3,41
17,1,3
17,2,81
17,3,51
18,1,33
18,2,120
18,3,42
19,1,81
19,2,120
19,3,35
20,1,81
20,2,8
20,3,21
21,1,81
21,2,33
21,3,35
22,1,49
22,2,150
22,3,56
23,1,33
23,2,110
23,3,4
24,1,46
24,2,14
24,3,8
25,1,32
25,2,57
25,3,24
26,1,19
26,2,32
26,3,120
27,1,14
27,2,3
27,3,81
28,1,63
28,2,57
28,3,42
29,1,101
29,2,90
29,3,19
30,1,33
30,2,58
30,3,21
31,1,19
31,2,57
31,3,3
32,1,3
32,2,31
32,3,49
33,1,3
33,2,19
33,3,49
34,1,35
34,2,26
34,3,5
35,1,3
35,2,35
35,3,7
36,1,96
36,2,3
36,3,33
37,1,92
37,2,3
37,3,1
38,1,7
38,2,32
38,3,121
39,1,81
39,2,3
39,3,32
40,1,59
40,2,5
40,3,14
41,1,3
41,2,32
41,3,81
42,1,17
42,2,41
42,3,32
43,1,19
43,2,49
43,3,98
44,1,49
44,2,7
44,3,35
45,1,57
45,2,101
45,3,3
46,1,21
46,2,63
46,3,85
47,1,21
47,2,57
47,3,19
48,1,57
48,2,101
48,3,3
49,1,49
49,2,3
49,3,35
50,1,57
50,2,4
50,3,81
51,1,38
51,2,7
51,3,32
52,1,3
52,2,7
52,3,4
53,1,81
53,2,24
53,3,1
54,1,31
54,2,19
54,3,7
55,1,57
55,2,120
55,3,14
56,1,95
56,2,19
56,3,63
57,1,32
57,2,7
57,3,21
58,1,3
58,2,41
58,3,58
59,1,44
59,2,17
59,3,81
60,1,3
60,2,14
60,3,46
61,1,33
61,2,21
61,3,32
62,1,8
62,2,120
62,3,19
63,1,26
63,2,3
63,3,7
64,1,33
64,2,46
64,3,26
65,1,88
65,2,4
65,3,56
66,1,3
66,2,49
66,3,33
67,1,19
67,2,38
67,3,35
68,1,19
68,2,63
68,3,56
69,1,31
69,2,35
69,3,26
70,1,7
70,2,26
70,3,42
71,1,41
71,2,17
71,3,29
72,1,19
72,2,32
72,3,120
73,1,14
73,2,26
73,3,42
74,1,102
74,2,26
74,3,7
75,1,7
75,2,3
75,3,26
76,1,57
76,2,101
76,3,90
77,1,3
77,2,32
77,3,31
78,1,4
78,2,3
78,3,42
79,1,4
79,2,19
79,3,26
80,1,32
80,2,19
80,3,49
81,1,3
81,2,14
81,3,56
82,1,56
82,2,24
82,3,34
83,1,85
83,2,17
83,3,14
84,1,17
84,2,3
84,3,32
85,1,26
85,2,45
85,3,57
86,1,32
86,2,19
86,3,81
87,1,57
87,2,101
87,3,3
88,1,4
88,2,32
88,3,35
89,1,29
89,2,7
89,3,26
90,1,19
90,2,35
90,3,32
91,1,57
91,2,4
91,3,26
92,1,34
92,2,41
92,3,24
93,1,19
93,2,32
93,3,120
94,1,31
94,2,81
94,3,1
95,1,57
95,2,56
95,3,19
96,1,5
96,2,7
96,3,120
97,1,35
97,2,49
97,3,33
98,1,81
98,2,33
98,3,35
99,1,19
99,2,56
99,3,41
100,1,29
100,2,3
100,3,57
101,1,81
101,2,32
101,3,120
102,1,57
102,2,3
102,3,32
103,1,24
103,2,33
103,3,57
104,1,3
104,2,31
104,3,21
105,1,81
105,2,17
105,3,19
106,1,57
106,2,8
106,3,58
107,1,3
107,2,24
107,3,120
108,1,3
108,2,19
108,3,24
109,1,10
109,2,7
109,3,33
110,1,57
110,2,4
110,3,26
111,1,49
111,2,7
111,3,27
112,1,4
112,2,26
112,3,3
113,1,57
113,2,19
113,3,120
114,1,19
114,2,33
114,3,4
115,1,26
115,2,5
115,3,21
116,1,57
116,2,31
116,3,49
117,1,57
117,2,101
117,3,3
118,1,57
118,2,81
118,3,3
119,1,35
119,2,19
119,3,4
120,1,3
120,2,35
120,3,42
121,1,56
121,2,32
121,3,120
122,1,57
122,2,19
122,3,35
123,1,81
123,2,35
123,3,49
124,1,81
124,2,4
124,3,32
125,1,32
125,2,49
125,3,81
126,1,81
126,2,42
126,3,36
127,1,49
127,2,3
127,3,19
128,1,56
128,2,35
128,3,120
129,1,33
129,2,4
129,3,121
130,1,57
130,2,3
130,3,19
131,1,81
131,2,57
131,3,56
132,1,32
132,2,120
132,3,35
133,1,3
133,2,33
133,3,42
134,1,26
134,2,34
134,3,63
135,1,57
135,2,3
135,3,32
136,1,57
136,2,101
136,3,3
137,1,32
137,2,49
137,3,46
138,1,57
138,2,101
138,3,3
139,1,57
139,2,19
139,3,81
140,1,63
140,2,26
140,3,8
141,1,35
141,2,5
141,3,41
142,1,21
142,2,29
142,3,3
143,1,81
143,2,3
143,3,24
144,1,4
144,2,81
144,3,3
145,1,57
145,2,42
145,3,27
146,1,42
146,2,8
146,3,21
147,1,7
147,2,24
147,3,31
148,1,8
148,2,120
148,3,32
149,1,56
149,2,120
149,3,81
150,1,26
150,2,56
150,3,42
151,1,150
151,2,31
151,3,19
152,1,56
152,2,4
152,3,41
153,1,8
153,2,7
153,3,14
154,1,120
154,2,3
154,3,63
155,1,3
155,2,5
155,3,33
156,1,3
156,2,4
156,3,14
157,1,120
157,2,32
157,3,81
158,1,49
158,2,26
158,3,3
159,1,57
159,2,33
159,3,8
160,1,98
160,2,56
160,3,32
161,1,49
161,2,59
161,3,7
162,1,19
162,2,21
162,3,120
163,1,3
163,2,56
163,3,19
164,1,81
164,2,24
164,3,1
165,1,5
165,2,7
165,3,32
166,1,81
166,2,56
166,3,32
167,1,57
167,2,3
167,3,19
168,1,35
168,2,63
168,3,41
169,1,57
169,2,24
169,3,35
170,1,63
170,2,1
170,3,120
171,1,56
171,2,32
171,3,33
172,1,42
172,2,81
172,3,34
173,1,47
173,2,17
173,3,81
174,1,21
174,2,81
174,3,42
175,1,81
175,2,33
175,3,21
176,1,49
176,2,120
176,3,33
177,1,3
177,2,90
177,3,19
178,1,81
178,2,19
178,3,4
179,1,19
179,2,120
179,3,4
180,1,3
180,2,21
180,3,4
181,1,49
181,2,19
181,3,17
182,1,27
182,2,57
182,3,4
183,1,22
183,2,49
183,3,7
184,1,21
184,2,3
184,3,85
185,1,35
185,2,56
185,3,24
186,1,101
186,2,56
186,3,19
187,1,150
187,2,19
187,3,81
188,1,41
188,2,1
188,3,24
189,1,19
189,2,32
189,3,24
190,1,19
190,2,35
190,3,76
191,1,57
191,2,150
191,3,35
192,1,26
192,2,35
192,3,81
193,1,90
193,2,19
193,3,120
194,1,56
194,2,3
194,3,35
195,1,19
195,2,81
195,3,56
196,1,33
196,2,81
196,3,120
197,1,3
197,2,17
197,3,14
198,1,35
198,2,7
198,3,3
199,1,26
199,2,17
199,3,7
200,1,7
200,2,57
200,3,88
201,1,19
201,2,35
201,3,5
202,1,19
202,2,63
202,3,57
203,1,26
203,2,7
203,3,57
204,1,49
204,2,7
204,3,14
205,1,27
205,2,47
205,3,57
206,1,14
206,2,56
206,3,81
207,1,19
207,2,47
207,3,24
208,1,35
208,2,57
208,3,49
209,1,19
209,2,38
209,3,42
210,1,32
210,2,57
210,3,7
211,1,4
211,2,19
211,3,7
212,1,19
212,2,33
212,3,57
213,1,10
213,2,17
213,3,32
214,1,3
214,2,81
214,3,24
215,1,57
215,2,3
215,3,90
216,1,19
216,2,33
216,3,39
217,1,35
217,2,4
217,3,56
218,1,56
218,2,41
218,3,24
219,1,49
219,2,19
219,3,81
220,1,49
220,2,5
220,3,63
221,1,34
221,2,21
221,3,8
222,1,3
222,2,46
222,3,47
223,1,19
223,2,49
223,3,21
224,1,3
224,2,31
224,3,35
225,1,34
225,2,49
225,3,85
226,1,46
226,2,63
226,3,8
227,1,19
227,2,81
227,3,35
228,1,7
228,2,57
228,3,17
229,1,33
229,2,35
229,3,110
230,1,85
230,2,1
230,3,66
231,1,34
231,2,39
231,3,10
232,1,120
232,2,59
232,3,81
233,1,24
233,2,46
233,3,3
234,1,19
234,2,32
234,3,14
235,1,81
235,2,14
235,3,33
236,1,4
236,2,57
236,3,63
237,1,4
237,2,34
237,3,3
238,1,3
238,2,17
238,3,8
239,1,26
239,2,31
239,3,17
240,1,4
240,2,26
240,3,120
241,1,35
241,2,49
241,3,63
242,1,17
242,2,81
242,3,34
243,1,57
243,2,56
243,3,19
244,1,5
244,2,81
244,3,31
245,1,35
245,2,19
245,3,56
246,1,49
246,2,21
246,3,57
247,1,57
247,2,81
247,3,35
248,1,34
248,2,35
248,3,57
249,1,31
249,2,49
249,3,56
250,1,19
250,2,26
250,3,38
251,1,34
251,2,26
251,3,42
252,1,14
252,2,56
252,3,24
253,1,26
253,2,101
253,3,56
254,1,53
254,2,49
254,3,26
255,1,38
255,2,27
255,3,33
256,1,32
256,2,120
256,3,57
257,1,46
257,2,26
257,3,56
258,1,19
258,2,32
258,3,24
259,1,35
259,2,120
259,3,117
260,1,33
260,2,17
260,3,21
261,1,27
261,2,19
261,3,110
262,1,32
262,2,81
262,3,24
263,1,17
263,2,85
263,3,7
264,1,1
264,2,49
264,3,34
265,1,42
265,2,4
265,3,56
266,1,19
266,2,57
266,3,39
267,1,46
267,2,8
267,3,57
268,1,4
268,2,19
268,3,24
269,1,57
269,2,44
269,3,31
270,1,90
270,2,120
270,3,24
271,1,8
271,2,21
271,3,10
272,1,5
272,2,26
272,3,21
273,1,7
273,2,21
273,3,41
274,1,26
274,2,120
274,3,1
275,1,110
275,2,49
275,3,81
276,1,3
276,2,4
276,3,46
277,1,7
277,2,57
277,3,49
278,1,85
278,2,17
278,3,8
279,1,49
279,2,26
279,3,32
280,1,3
280,2,35
280,3,120
281,1,101
281,2,56
281,3,19
282,1,17
282,2,7
282,3,47
283,1,3
283,2,57
283,3,35
284,1,49
284,2,7
284,3,110
285,1,35
285,2,120
285,3,42
286,1,57
286,2,101
286,3,3
287,1,35
287,2,49
287,3,42
288,1,3
288,2,49
288,3,1
289,1,8
289,2,7
289,3,3
290,1,5
290,2,31
290,3,85
291,1,35
291,2,32
291,3,21
292,1,19
292,2,32
292,3,81
293,1,7
293,2,35
293,3,49
294,1,3
294,2,19
294,3,81
295,1,21
295,2,7
295,3,120
296,1,3
296,2,42
296,3,57
297,1,57
297,2,150
297,3,26
298,1,57
298,2,19
298,3,24
299,1,49
299,2,81
299,3,36
300,1,49
300,2,26
300,3,35
301,1,49
301,2,5
301,3,32
302,1,26
302,2,63
302,3,47
303,1,101
303,2,90
303,3,19
304,1,19
304,2,4
304,3,24
305,1,33
305,2,19
305,3,46
306,1,57
306,2,19
306,3,32
307,1,10
307,2,41
307,3,57
308,1,19
308,2,46
308,3,14
309,1,35
309,2,19
309,3,85
310,1,4
310,2,53
310,3,66
311,1,81
311,2,7
311,3,3
312,1,23
312,2,4
312,3,26
313,1,120
313,2,32
313,3,35
314,1,81
314,2,7
314,3,14
315,1,35
315,2,4
315,3,42
316,1,101
316,2,3
316,3,56
317,1,19
317,2,46
317,3,5
318,1,3
318,2,57
318,3,24
319,1,24
319,2,62
319,3,33
320,1,63
320,2,19
320,3,3
321,1,19
321,2,14
321,3,49
322,1,7
322,2,35
322,3,31
323,1,32
323,2,35
323,3,56
324,1,24
324,2,14
324,3,57
325,1,24
325,2,26
325,3,5
326,1,3
326,2,21
326,3,33
327,1,81
327,2,56
327,3,49
328,1,57
328,2,90
328,3,56
329,1,57
329,2,101
329,3,3
330,1,81
330,2,46
330,3,120
331,1,101
331,2,90
331,3,81
332,1,56
332,2,81
332,3,120
333,1,124
333,2,4
333,3,56
334,1,3
334,2,32
334,3,56
335,1,42
335,2,19
335,3,34
336,1,19
336,2,32
336,3,81
337,1,3
337,2,38
337,3,53
338,1,85
338,2,32
338,3,3
339,1,4
339,2,47
339,3,8
340,1,42
340,2,120
340,3,49
341,1,57
341,2,32
341,3,81
342,1,3
342,2,24
342,3,4
343,1,81
343,2,56
343,3,21
345,1,19
345,2,32
345,3,49
346,1,21
346,2,81
346,3,35
347,1,57
347,2,14
347,3,21
348,1,35
348,2,19
348,3,3
349,1,19
349,2,63
349,3,42
350,1,42
350,2,27
350,3,110
351,1,61
351,2,22
351,3,17
352,1,41
352,2,120
352,3,1
353,1,57
353,2,19
353,3,120
354,1,19
354,2,56
354,3,33
355,1,19
355,2,32
355,3,33
356,1,35
356,2,56
356,3,4
357,1,33
357,2,14
357,3,120
358,1,39
358,2,35
358,3,7
359,1,1
359,2,56
359,3,19
360,1,81
360,2,32
360,3,21
361,1,41
361,2,9
361,3,110
362,1,57
362,2,14
362,3,34
363,1,92
363,2,21
363,3,17
364,1,33
364,2,14
364,3,21
365,1,34
365,2,41
365,3,3
366,1,21
366,2,81
366,3,8
367,1,14
367,2,33
367,3,27
368,1,39
368,2,33
368,3,32
369,1,57
369,2,26
369,3,33
370,1,3
370,2,120
370,3,56
371,1,81
371,2,100
371,3,21
372,1,5
372,2,7
372,3,110
373,1,101
373,2,90
373,3,56
374,1,49
374,2,7
374,3,81
375,1,101
375,2,90
375,3,56
376,1,1
376,2,49
376,3,120
377,1,24
377,2,34
377,3,17
378,1,14
378,2,120
378,3,1
379,1,3
379,2,32
379,3,81
380,1,32
380,2,3
380,3,26
381,1,4
381,2,31
381,3,3
382,1,56
382,2,7
382,3,24
383,1,24
383,2,35
383,3,7
384,1,32
384,2,4
384,3,49
385,1,57
385,2,32
385,3,24
386,1,41
386,2,85
386,3,4
387,1,19
387,2,32
387,3,81
388,1,35
388,2,32
388,3,3
389,1,35
389,2,27
389,3,24
390,1,15
390,2,7
390,3,3
391,1,120
391,2,38
391,3,35
392,1,57
392,2,3
392,3,90
393,1,33
393,2,4
393,3,49
394,1,17
394,2,120
394,3,19
395,1,4
395,2,17
395,3,81
396,1,57
396,2,101
396,3,3
397,1,49
397,2,81
397,3,56
398,1,17
398,2,47
398,3,34
399,1,56
399,2,57
399,3,47
400,1,19
400,2,57
400,3,81
401,1,3
401,2,33
401,3,63
402,1,49
402,2,21
402,3,56
403,1,4
403,2,56
403,3,19
404,1,81
404,2,27
404,3,47
405,1,57
405,2,24
405,3,7
406,1,32
406,2,7
406,3,4
407,1,57
407,2,1
407,3,31
408,1,57
408,2,3
408,3,32
409,1,4
409,2,81
409,3,21
410,1,32
410,2,1
410,3,49
411,1,3
411,2,56
411,3,19
412,1,19
412,2,35
412,3,10
413,1,24
413,2,33
413,3,42
414,1,3
414,2,24
414,3,4
415,1,56
415,2,81
415,3,21
416,1,48
416,2,19
416,3,46
417,1,49
417,2,31
417,3,35
418,1,81
418,2,21
418,3,26
419,1,96
419,2,1
419,3,24
420,1,34
