user_id,order,item_id
0,1,56
0,2,120
0,3,57
1,1,3
1,2,19
1,3,4
2,1,32
2,2,147
2,3,56
3,1,26
3,2,35
3,3,17
4,1,49
4,2,3
4,3,21
5,1,34
5,2,26
5,3,33
6,1,32
6,2,27
6,3,42
7,1,19
7,2,24
7,3,3
8,1,33
8,2,24
8,3,21
9,1,56
9,2,143
9,3,78
10,1,33
10,2,46
10,3,56
11,1,3
11,2,35
11,3,81
12,1,145
12,2,89
12,3,4
13,1,4
13,2,3
13,3,81
14,1,42
14,2,5
14,3,56
15,1,26
15,2,21
15,3,110
16,1,35
16,2,33
16,3,32
17,1,3
17,2,19
17,3,17
18,1,42
18,2,17
18,3,33
19,1,56
19,2,35
19,3,21
20,1,31
20,2,1
20,3,21
21,1,35
21,2,33
21,3,81
22,1,56
22,2,17
22,3,120
23,1,19
23,2,42
23,3,26
24,1,63
24,2,33
24,3,31
25,1,24
25,2,26
25,3,57
26,1,19
26,2,32
26,3,42
27,1,81
27,2,47
27,3,3
28,1,42
28,2,57
28,3,47
29,1,32
29,2,49
29,3,19
30,1,32
30,2,21
30,3,33
31,1,19
31,2,3
31,3,57
32,1,31
32,2,3
32,3,17
33,1,49
33,2,3
33,3,19
34,1,146
34,2,89
34,3,100
35,1,79
35,2,35
35,3,88
36,1,143
36,2,86
36,3,56
37,1,3
37,2,14
37,3,1
38,1,7
38,2,56
38,3,32
39,1,81
39,2,56
39,3,3
40,1,26
40,2,49
40,3,46
41,1,79
41,2,147
41,3,35
42,1,32
42,2,35
42,3,7
43,1,19
43,2,32
43,3,49
44,1,7
44,2,120
44,3,33
45,1,19
45,2,7
45,3,56
46,1,56
46,2,46
46,3,17
47,1,19
47,2,31
47,3,14
48,1,8
48,2,49
48,3,4
49,1,35
49,2,14
49,3,1
50,1,4
50,2,31
50,3,41
51,1,150
51,2,14
51,3,41
52,1,24
52,2,49
52,3,3
53,1,101
53,2,24
53,3,47
54,1,146
54,2,19
54,3,17
55,1,57
55,2,31
55,3,24
56,1,19
56,2,3
56,3,120
57,1,32
57,2,7
57,3,26
58,1,3
58,2,21
58,3,14
59,1,81
59,2,46
59,3,17
60,1,3
60,2,81
60,3,8
61,1,33
61,2,21
61,3,32
62,1,19
62,2,21
62,3,120
63,1,3
63,2,81
63,3,31
64,1,26
64,2,33
64,3,42
65,1,81
65,2,57
65,3,26
66,1,49
66,2,34
66,3,3
67,1,19
67,2,35
67,3,42
68,1,19
68,2,63
68,3,57
69,1,32
69,2,7
69,3,31
70,1,57
70,2,27
70,3,7
71,1,34
71,2,41
71,3,17
72,1,35
72,2,32
72,3,49
73,1,17
73,2,42
73,3,27
74,1,7
74,2,24
74,3,26
75,1,31
75,2,3
75,3,24
76,1,35
76,2,19
76,3,57
77,1,32
77,2,3
77,3,24
78,1,33
78,2,26
78,3,3
79,1,19
79,2,35
79,3,4
80,1,32
80,2,7
80,3,26
81,1,3
81,2,14
81,3,17
82,1,56
82,2,5
82,3,26
83,1,120
83,2,24
83,3,38
84,1,32
84,2,34
84,3,26
85,1,57
85,2,46
85,3,32
86,1,19
86,2,81
86,3,32
87,1,81
87,2,26
87,3,63
88,1,4
88,2,49
88,3,46
89,1,33
89,2,31
89,3,46
90,1,19
90,2,32
90,3,35
91,1,4
91,2,57
91,3,81
92,1,34
92,2,8
92,3,46
93,1,56
93,2,143
93,3,78
94,1,5
94,2,42
94,3,17
95,1,146
95,2,99
95,3,57
96,1,7
96,2,19
96,3,17
97,1,5
97,2,33
97,3,14
98,1,35
98,2,33
98,3,81
99,1,19
99,2,63
99,3,24
100,1,56
100,2,57
100,3,3
101,1,26
101,2,32
101,3,81
102,1,4
102,2,32
102,3,3
103,1,33
103,2,21
103,3,8
104,1,3
104,2,24
104,3,21
105,1,19
105,2,24
105,3,81
106,1,1
106,2,57
106,3,8
107,1,26
107,2,3
107,3,34
108,1,144
108,2,3
108,3,98
109,1,7
109,2,35
109,3,21
110,1,26
110,2,63
110,3,4
111,1,150
111,2,7
111,3,1
112,1,4
112,2,24
112,3,26
113,1,19
113,2,49
113,3,26
114,1,49
114,2,19
114,3,42
115,1,41
115,2,27
115,3,26
116,1,57
116,2,21
116,3,14
117,1,35
117,2,81
117,3,4
118,1,63
118,2,3
118,3,81
119,1,19
119,2,21
119,3,4
120,1,3
120,2,33
120,3,34
121,1,120
121,2,56
121,3,32
122,1,49
122,2,26
122,3,19
123,1,17
123,2,32
123,3,21
124,1,119
124,2,4
124,3,35
125,1,32
125,2,21
125,3,35
126,1,120
126,2,46
126,3,21
127,1,35
127,2,49
127,3,19
128,1,35
128,2,17
128,3,34
129,1,63
129,2,4
129,3,56
130,1,19
130,2,3
130,3,27
131,1,56
131,2,31
131,3,46
132,1,32
132,2,85
132,3,149
133,1,56
133,2,17
133,3,27
134,1,57
134,2,19
134,3,7
135,1,3
135,2,120
135,3,8
136,1,81
136,2,3
136,3,19
137,1,49
137,2,32
137,3,1
138,1,88
138,2,146
138,3,35
139,1,19
139,2,47
139,3,7
140,1,46
140,2,24
140,3,34
141,1,32
141,2,35
141,3,41
142,1,21
142,2,24
142,3,63
143,1,81
143,2,56
143,3,24
144,1,35
144,2,4
144,3,32
145,1,32
145,2,42
145,3,57
146,1,21
146,2,63
146,3,5
147,1,7
147,2,1
147,3,24
148,1,32
148,2,35
148,3,24
149,1,56
149,2,45
149,3,149
150,1,26
150,2,56
150,3,80
151,1,19
151,2,24
151,3,38
152,1,120
152,2,4
152,3,14
153,1,7
153,2,14
153,3,42
154,1,7
154,2,49
154,3,3
155,1,3
155,2,49
155,3,63
156,1,49
156,2,14
156,3,17
157,1,120
157,2,26
157,3,33
158,1,21
158,2,49
158,3,90
159,1,57
159,2,33
159,3,8
160,1,32
160,2,19
160,3,33
161,1,32
161,2,49
161,3,7
162,1,19
162,2,21
162,3,34
163,1,148
163,2,89
163,3,32
164,1,24
164,2,81
164,3,8
165,1,14
165,2,7
165,3,32
166,1,57
166,2,56
166,3,120
167,1,149
167,2,57
167,3,5
168,1,150
168,2,35
168,3,14
169,1,33
169,2,57
169,3,24
170,1,120
170,2,150
170,3,101
171,1,90
171,2,33
171,3,17
172,1,81
172,2,42
172,3,14
173,1,63
173,2,81
173,3,1
174,1,27
174,2,120
174,3,42
175,1,14
175,2,81
175,3,31
176,1,33
176,2,26
176,3,42
177,1,4
177,2,27
177,3,19
178,1,33
178,2,19
178,3,4
179,1,56
179,2,143
179,3,78
180,1,21
180,2,3
180,3,119
181,1,19
181,2,21
181,3,49
182,1,5
182,2,33
182,3,4
183,1,49
183,2,31
183,3,46
184,1,3
184,2,21
184,3,24
185,1,24
185,2,17
185,3,35
186,1,19
186,2,35
186,3,49
187,1,81
187,2,19
187,3,21
188,1,24
188,2,42
188,3,46
